id	Age	EduLevel	Gender	ReadAb	Q44	Q63	Q76	Q77	Q84	Q98	Q170	Q196
672	40	2	1	3	4	4	3	3	2	4	3	3
674	-999	2	1	3	3	3	3	4	3	4	4	3
675	21	4	2	4	4	4	4	4	3	4	4	4
676	19	2	1	3	4	1	2	2	4	4	2	2
677	-999	2	2	4	3	4	3	4	3	3	2	3
678	19	2	1	4	3	3	4	3	3	4	3	3
679	28	3	2	3	4	5	2	5	-999	5	5	3
680	36	6	2	3	3	4	3	4	3	4	4	3
681	40	4	2	3	4	4	4	4	4	5	5	5
682	27	2	2	4	4	5	4	4	4	4	5	4
683	34	4	1	4	3	4	2	3	3	4	4	3
684	-999	2	2	3	4	1	4	4	4	5	5	5
685	32	6	2	3	3	3	4	4	4	4	4	4
686	21	2	1	-999	3	3	4	5	2	3	4	4
687	27	-999	2	3	5	5	5	5	3	5	5	5
688	-999	3	1	4	2	1	3	2	2	3	3	5
689	45	2	1	4	4	5	4	4	3	4	4	4
690	39	2	1	3	4	4	4	4	4	4	4	4
691	-999	-999	-999	-999	2	4	5	3	2	5	1	4
692	19	2	2	4	4	4	4	4	3	4	1	4
693	20	2	2	3	3	5	4	4	3	4	5	4
694	24	2	2	4	5	3	4	5	5	5	5	5
695	-999	2	2	3	5	5	5	5	5	5	5	5
698	-999	2	2	4	3	5	3	-999	3	4	3	4
702	24	6	2	4	3	4	4	4	4	5	4	4
703	-999	2	2	3	3	4	4	4	4	4	3	4
704	20	2	2	3	3	3	4	3	3	3	3	4
705	24	-999	2	4	4	4	4	4	3	5	4	4
707	19	2	2	3	4	5	5	5	4	5	4	4
709	21	2	2	4	5	5	5	5	5	1	2	2
710	20	2	2	3	3	4	2	3	2	4	4	3
711	-999	5	2	4	3	5	4	3	3	4	4	3
712	-999	3	2	4	3	5	3	4	3	4	5	5
714	30	2	2	4	3	4	1	4	5	4	4	4
715	24	4	2	3	3	3	4	5	3	4	4	3
716	29	4	1	4	4	4	3	4	4	3	3	4
717	-999	6	2	4	3	4	4	4	4	4	4	4
718	-999	3	2	4	4	2	1	2	1	4	-999	2
720	37	3	1	3	4	4	5	4	2	4	4	4
721	45	2	1	3	2	4	4	4	4	4	3	4
722	56	3	1	3	1	4	3	4	4	4	4	4
723	41	2	1	3	4	4	2	4	4	4	5	5
724	41	2	1	-999	3	4	4	4	3	4	4	4
725	-999	-999	1	4	3	4	4	4	2	4	2	4
727	46	2	1	4	3	2	5	4	4	3	5	4
728	32	-999	2	4	3	2	2	4	5	4	4	3
729	21	5	2	4	2	1	3	4	4	4	2	2
730	25	6	2	4	2	2	4	2	2	3	4	3
731	51	7	2	3	3	3	2	3	3	3	4	3
732	-999	7	1	4	3	2	2	4	4	4	4	4
733	40	3	1	4	1	2	1	3	3	4	2	3
734	51	6	2	3	3	4	4	4	3	4	4	3
735	-999	2	2	3	3	2	4	3	2	3	3	3
736	24	5	2	4	2	2	2	2	2	2	3	2
737	30	6	1	4	4	2	3	5	3	3	5	4
738	28	8	1	4	4	4	4	5	5	4	4	4
739	30	6	1	3	3	3	4	4	3	3	4	3
740	60	2	1	4	2	2	2	3	2	3	4	3
741	26	2	1	4	2	2	2	3	2	3	4	3
742	53	2	2	4	3	5	3	3	2	3	2	2
744	28	2	2	4	2	2	4	5	4	3	5	3
745	48	3	1	3	4	5	5	5	3	5	5	5
746	-999	2	-999	4	3	5	4	5	4	5	4	5
747	24	5	2	4	4	5	5	5	5	5	5	5
748	22	5	2	4	4	4	4	4	3	5	4	4
749	22	5	2	4	4	5	5	5	4	5	5	5
750	29	7	2	4	3	2	2	4	2	2	4	4
751	42	3	2	3	3	4	4	3	3	3	5	4
753	-999	7	1	4	3	3	3	3	4	5	4	4
755	21	5	1	3	5	3	3	4	3	3	4	4
757	-999	3	2	4	4	5	4	4	3	4	5	4
758	37	4	1	4	5	5	5	5	5	5	4	5
759	51	4	1	4	3	3	4	4	3	3	2	3
760	42	6	2	3	3	4	2	3	3	4	4	4
761	22	5	2	3	3	2	2	2	2	3	3	3
764	27	6	2	4	4	3	4	3	4	4	4	3
765	38	4	2	4	3	4	4	4	4	4	4	4
766	28	6	2	4	4	3	4	2	4	4	5	5
767	24	5	2	4	4	4	5	4	3	4	4	4
768	24	3	1	4	4	4	5	5	5	5	5	5
769	-999	2	2	3	3	3	3	3	2	2	2	3
770	33	4	2	4	3	5	4	3	3	3	4	3
772	51	4	2	3	4	4	4	3	3	4	4	3
774	53	3	1	3	4	4	3	3	4	4	4	4
775	22	5	2	4	3	1	5	3	4	5	5	5
776	24	6	1	4	3	4	5	5	5	5	5	4
777	24	5	2	4	3	3	3	5	3	5	5	4
778	53	4	1	4	4	3	2	4	4	4	5	4
779	52	4	2	4	4	4	4	2	2	4	4	4
781	32	2	2	4	4	4	5	3	4	4	3	3
782	46	2	2	4	4	5	4	4	4	4	4	4
783	-999	4	2	4	2	4	5	5	5	5	3	5
784	21	5	2	4	4	4	3	3	2	4	3	3
785	38	6	2	4	5	4	4	5	3	5	4	4
786	32	-999	-999	1	3	4	4	4	5	4	5	4
787	27	6	2	4	4	5	4	4	3	4	5	4
790	57	4	2	3	3	4	2	3	3	3	3	2
791	21	5	1	4	2	1	1	2	2	1	2	2
794	21	5	2	4	4	4	4	2	2	4	4	3
795	55	2	2	4	5	5	3	2	2	5	4	3
796	36	6	1	4	3	3	3	3	3	3	3	3
797	24	5	2	4	3	4	4	3	3	4	4	4
799	30	5	2	4	3	4	4	4	4	3	5	4
801	27	2	1	4	3	2	3	2	2	4	3	3
802	31	3	1	3	4	5	4	5	5	4	5	5
803	47	4	2	3	2	3	1	2	2	2	2	3
804	54	2	2	3	2	2	2	2	4	4	2	4
806	42	3	2	4	4	5	3	1	1	5	5	-999
808	25	5	1	3	3	5	4	4	4	5	5	4
809	20	2	2	4	4	2	4	2	3	3	4	3
810	19	2	2	4	4	2	4	5	2	4	5	4
811	21	5	2	4	3	1	1	3	1	2	3	4
812	28	4	1	4	4	4	2	4	4	4	5	4
813	22	4	1	3	4	5	1	4	2	4	4	4
814	21	2	2	4	4	5	4	4	4	5	5	4
815	24	5	2	4	3	3	3	5	3	5	5	4
816	42	5	2	3	4	2	4	2	-999	2	4	4
817	21	2	2	4	4	4	4	3	4	4	5	4
818	-999	2	2	4	4	2	4	4	4	1	3	4
819	22	2	2	4	3	3	3	4	5	5	5	4
820	55	7	1	4	4	3	3	2	3	4	4	4
821	44	2	2	3	2	4	1	3	2	3	4	3
822	19	-999	2	4	2	2	2	4	3	3	4	4
824	-999	5	1	4	4	5	5	5	5	5	5	5
826	26	5	2	4	4	5	4	5	5	5	5	5
828	23	5	2	4	4	5	4	5	5	5	5	5
829	24	5	1	-999	3	4	3	4	3	4	5	4
830	-999	4	1	3	3	4	3	4	3	4	5	4
831	21	-999	2	3	3	4	2	3	3	4	5	4
832	24	3	2	3	2	4	4	3	2	4	3	4
834	21	5	2	4	3	4	5	5	5	5	5	5
835	-999	3	2	4	3	4	3	2	4	4	3	2
836	22	5	2	4	3	4	4	3	5	4	4	3
837	22	5	2	4	3	4	4	5	4	5	4	4
839	23	2	2	4	3	5	2	2	3	4	4	3
840	-999	3	1	3	2	3	3	3	2	3	3	3
841	26	3	2	4	3	3	1	5	3	1	1	4
842	52	2	2	4	2	5	2	3	3	5	5	4
843	-999	5	1	4	3	3	4	4	3	4	4	3
845	21	4	2	3	4	3	4	4	3	4	4	3
847	28	2	1	4	4	4	3	5	4	4	4	4
848	24	4	2	3	4	4	3	5	4	4	4	4
849	44	2	1	3	4	3	2	2	2	3	4	4
850	22	5	2	4	3	3	4	4	3	4	5	3
851	39	-999	2	4	3	3	5	5	5	3	5	1
852	26	4	2	4	4	2	2	4	4	4	5	5
856	51	6	1	4	3	5	4	4	5	4	4	4
857	51	6	2	4	4	5	2	2	4	5	5	4
859	48	7	2	4	3	1	2	2	3	4	4	4
860	-999	2	-999	4	3	4	2	4	3	4	5	3
861	-999	9	1	4	4	2	3	5	4	4	5	5
863	21	6	2	4	3	4	4	4	4	4	4	4
864	23	5	2	4	5	5	4	3	2	4	4	3
865	21	5	2	4	2	5	3	4	3	4	4	4
866	23	4	2	3	1	2	2	3	4	2	3	2
867	19	2	2	3	3	1	3	4	3	2	3	2
868	21	4	2	4	3	1	3	3	3	3	3	2
869	20	2	2	4	5	4	5	4	3	4	4	4
871	19	2	2	4	5	3	5	5	5	4	3	5
872	26	3	2	4	3	5	3	4	3	4	3	4
873	35	2	2	4	4	5	5	5	5	5	4	5
874	49	2	1	3	3	4	3	3	3	3	4	4
875	40	2	1	4	4	4	4	4	4	4	4	4
876	39	2	2	4	3	4	4	4	3	4	4	4
877	36	2	2	-999	3	4	3	4	4	3	1	4
878	63	2	2	4	3	3	3	4	4	4	3	4
880	43	2	2	3	3	4	3	3	2	3	5	5
881	48	4	2	3	3	3	2	4	3	3	4	4
882	35	2	2	4	4	3	5	2	1	4	5	4
883	49	6	1	4	2	4	2	4	3	3	4	3
884	48	-999	2	4	4	5	3	2	4	4	4	3
885	43	9	2	4	5	5	4	5	3	5	-999	5
886	37	-999	1	4	2	5	1	5	1	3	3	4
888	38	2	2	4	2	4	3	3	2	3	5	4
889	-999	3	1	4	4	4	5	5	3	5	5	4
890	19	2	1	3	3	5	5	5	4	5	5	5
891	42	2	1	3	3	5	1	5	1	3	3	2
892	19	9	1	3	3	4	4	4	3	3	4	4
894	22	3	1	4	4	2	2	2	3	3	2	3
895	29	4	1	4	5	5	5	5	3	4	5	5
897	31	3	1	3	4	4	4	4	4	4	5	4
900	49	2	1	3	3	4	4	5	2	2	4	4
902	32	2	2	4	3	1	2	2	3	3	3	2
903	26	3	1	3	3	3	3	2	2	3	4	3
904	-999	2	1	4	4	5	4	5	5	5	5	4
906	32	4	1	3	2	3	5	2	3	3	4	4
907	39	2	1	4	4	4	3	4	3	4	4	4
908	57	3	1	4	3	5	3	4	3	4	5	4
909	51	4	2	4	2	2	2	2	2	3	3	2
910	28	5	2	4	3	4	4	3	4	4	4	4
911	-999	2	2	4	5	5	3	4	4	4	3	3
912	-999	-999	2	4	3	2	3	4	2	4	2	2
914	30	3	2	3	3	3	3	3	3	3	3	3
915	53	2	1	4	3	3	4	4	3	4	4	4
916	-999	3	1	4	4	5	5	4	4	5	5	5
919	-999	2	1	4	3	4	4	3	3	2	4	4
920	23	6	1	4	3	2	2	4	2	3	4	3
921	28	6	2	4	3	5	3	3	3	4	3	3
922	56	4	2	4	4	4	4	4	4	4	4	3
923	-999	7	2	4	4	4	4	4	4	5	4	4
926	49	-999	2	3	3	4	3	4	3	3	4	4
928	38	4	2	4	4	5	4	3	3	4	4	3
930	31	2	1	3	2	2	1	1	2	2	2	2
931	27	2	2	4	3	4	3	4	2	3	4	4
933	34	1	1	4	3	5	5	5	5	5	3	5
935	35	9	1	4	4	4	2	4	3	4	5	4
936	22	2	2	3	4	2	4	3	3	2	4	4
937	-999	2	2	3	4	5	4	4	5	5	3	4
940	39	-999	1	3	4	4	5	4	4	4	4	4
941	40	2	1	3	4	5	3	3	3	5	4	4
942	34	2	1	3	3	5	5	4	4	4	3	4
944	-999	-999	1	3	2	2	2	4	4	3	4	4
945	-999	-999	-999	-999	4	4	3	3	4	4	4	2
946	23	6	2	4	3	3	3	2	3	4	3	3
948	-999	2	1	4	4	4	4	5	5	4	5	5
950	-999	-999	-999	-999	5	3	5	5	3	4	4	-999
951	53	5	1	4	3	3	2	5	4	2	4	4
952	-999	-999	-999	-999	4	5	5	4	1	4	3	4
954	53	2	1	3	2	4	3	2	3	2	1	4
955	-999	3	2	4	3	4	4	3	2	4	5	3
956	36	2	1	3	3	4	2	2	2	4	4	3
957	45	2	1	3	3	4	2	2	3	4	2	3
960	19	2	2	3	4	3	4	5	4	4	5	4
963	22	2	1	3	3	2	3	4	4	3	4	4
964	20	2	2	4	4	2	4	2	1	2	4	3
965	20	-999	1	4	3	4	3	5	3	3	5	5
967	18	2	2	4	2	2	3	5	4	5	5	4
968	24	6	2	4	4	2	4	2	4	4	3	3
969	24	6	1	3	4	2	2	4	5	4	5	5
970	-999	5	2	4	3	2	2	4	4	4	4	4
971	43	-999	2	3	5	2	4	5	3	4	5	5
972	45	2	1	4	4	5	5	3	4	4	3	2
973	19	3	2	3	4	4	5	5	5	5	5	5
974	18	2	1	4	3	3	4	5	2	4	4	4
975	-999	-999	-999	-999	5	2	4	1	3	3	5	5
977	33	5	2	3	3	3	3	3	2	3	3	5
978	-999	4	2	3	4	4	3	5	3	1	5	5
979	-999	2	1	4	2	1	5	2	5	5	4	2
980	19	2	2	4	2	5	1	4	2	2	3	3
981	18	2	1	4	2	3	5	5	5	5	4	4
982	19	2	1	4	1	4	5	4	3	3	3	4
983	21	2	2	4	3	4	2	4	3	3	4	4
984	23	3	2	4	3	5	1	5	3	3	5	5
985	18	2	2	4	4	4	4	4	3	4	4	4
986	46	5	1	3	4	5	4	4	3	4	4	4
987	44	5	-999	4	3	3	2	3	2	3	3	4
988	18	2	2	4	5	5	4	5	4	5	5	5
991	15	9	1	3	4	3	4	3	3	3	3	3
992	19	2	2	4	5	5	3	3	5	3	5	3
994	18	2	2	3	4	4	4	4	4	4	4	4
995	19	2	1	4	4	5	4	4	5	4	4	5
996	18	2	2	4	3	4	5	4	4	3	4	4
997	20	2	2	3	4	2	4	3	2	4	4	3
999	23	9	2	3	4	5	-999	3	5	4	4	3
1001	-999	-999	-999	-999	5	4	5	4	3	4	4	4
1002	26	2	2	4	3	4	3	4	3	4	4	4
1003	27	4	2	4	3	3	5	1	1	4	5	3
1004	21	2	2	4	3	2	3	4	3	2	4	3
1005	21	2	2	4	3	3	3	4	3	4	4	4
1006	21	2	2	3	3	4	4	5	2	4	4	4
1007	21	2	2	3	4	5	5	5	4	5	4	3
1009	27	2	2	3	2	4	4	2	2	2	4	4
1013	23	3	1	4	1	2	4	5	4	5	4	4
1014	18	1	1	3	4	4	5	2	3	4	2	2
1015	20	2	2	3	5	3	4	5	5	3	5	5
1016	30	2	2	4	3	3	2	4	1	4	5	4
1017	-999	2	2	4	3	4	5	5	4	4	5	5
1018	-999	2	2	4	4	4	3	4	4	4	5	5
1019	-999	2	2	4	3	4	5	5	2	4	5	5
1020	28	2	2	4	1	1	2	4	4	4	5	4
1021	23	3	2	3	3	2	1	3	4	5	4	4
1022	22	2	2	4	5	4	2	5	5	4	4	4
1023	49	-999	2	3	3	4	3	2	2	5	2	1
1024	24	3	2	4	3	3	1	4	4	4	5	5
1026	-999	2	1	3	5	5	5	5	5	5	5	5
1029	22	2	1	3	4	2	2	4	4	3	2	2
1030	30	2	1	4	4	5	5	5	4	4	1	5
1033	21	2	1	3	4	5	4	5	5	4	5	4
1034	35	2	1	3	2	2	3	3	3	3	3	5
1035	22	2	1	3	4	5	4	4	3	4	3	4
1036	34	-999	2	3	4	4	4	2	4	4	4	4
1037	26	2	1	3	3	3	5	3	4	4	2	2
1038	68	2	1	2	1	5	-999	2	5	4	4	3
1039	-999	2	2	3	4	5	1	5	3	4	3	4
1040	25	2	1	3	4	2	2	3	4	4	4	2
1041	24	2	1	3	3	3	3	2	2	3	5	4
1043	23	5	2	3	3	4	4	3	2	3	4	3
1044	22	5	1	4	4	4	4	4	4	4	5	4
1045	-999	3	2	4	3	4	3	2	2	4	2	1
1046	24	3	2	3	3	4	4	4	3	4	5	4
1047	32	-999	2	3	4	5	2	2	4	4	4	4
1051	22	2	2	4	4	5	3	5	4	5	5	5
1052	25	2	2	3	5	4	4	3	1	4	3	1
1054	23	2	2	4	3	4	1	4	4	4	4	5
1055	26	2	1	4	1	5	5	5	3	5	5	5
1056	19	2	2	4	4	3	3	3	3	5	3	3
1057	46	2	2	3	3	4	2	2	3	4	2	4
1060	39	1	2	3	3	2	2	2	2	4	2	4
1062	20	2	2	3	3	3	4	4	5	3	5	3
1064	26	2	1	3	3	4	5	4	3	4	5	4
1065	30	2	1	3	4	1	4	4	5	4	4	4
1066	24	2	1	3	3	2	4	4	5	4	2	3
1067	24	2	1	3	3	3	4	5	3	4	4	4
1068	45	2	2	4	4	2	4	4	4	4	4	4
1070	37	2	1	3	3	3	2	3	2	4	4	3
1071	32	-999	1	4	4	5	5	5	5	5	5	5
1072	38	2	2	3	4	3	4	4	3	4	2	4
1073	23	3	1	4	4	5	5	5	5	5	5	5
1074	26	2	2	3	5	3	2	4	4	4	5	3
1075	21	2	2	4	4	1	4	2	1	4	4	2
1076	-999	4	2	3	4	4	4	5	5	4	2	4
1079	31	6	1	4	3	3	4	3	3	4	5	3
1080	26	5	1	4	4	4	5	4	4	5	4	4
1081	22	2	1	4	5	1	4	2	4	4	5	4
1082	21	2	2	3	3	2	4	5	3	4	4	4
1083	20	2	2	4	3	5	5	5	4	5	5	5
1084	19	2	2	4	3	5	4	2	2	4	5	4
1085	22	5	2	3	5	5	3	1	3	4	5	4
1086	23	6	2	3	4	5	4	4	4	4	5	5
1088	22	6	2	4	4	4	5	5	4	5	5	5
1089	-999	-999	2	2	3	3	4	4	4	5	4	4
1090	22	2	2	4	4	4	5	5	4	5	5	5
1091	22	2	2	4	4	4	4	5	4	4	4	4
1092	22	2	1	4	5	5	4	4	4	5	4	5
1093	23	6	2	1	4	5	4	4	4	4	4	4
1095	32	3	2	4	3	3	2	1	1	2	3	3
1096	23	6	2	4	3	5	3	1	3	4	2	2
1097	32	5	2	3	3	4	4	5	4	3	5	4
1100	26	6	1	4	2	4	4	3	2	3	3	3
1102	25	6	1	4	4	4	3	4	2	4	2	3
1103	28	5	2	4	4	2	4	5	4	4	5	4
1104	28	5	2	4	3	1	2	1	2	3	3	3
1105	27	6	1	3	4	5	4	5	4	3	3	4
1106	25	6	1	4	4	3	2	4	4	4	4	4
1107	25	6	1	4	2	2	3	4	2	4	4	4
1108	25	5	2	4	2	2	2	3	4	2	3	3
1109	23	5	1	4	4	4	4	3	2	4	4	3
1114	26	5	1	3	3	3	3	4	3	4	4	4
1115	28	7	1	4	3	2	5	5	4	4	5	3
1116	26	5	1	4	3	3	3	4	3	4	3	4
1117	25	6	1	4	3	2	3	3	2	4	5	5
1118	26	5	1	3	4	4	4	4	3	5	5	3
1119	26	5	1	4	3	4	3	3	3	4	3	4
1120	29	5	1	4	3	4	3	2	3	3	4	2
1123	26	6	1	4	4	4	4	4	2	-999	4	4
1124	25	6	1	4	2	2	2	3	4	2	4	5
1126	23	7	1	4	3	4	2	4	4	3	3	4
1127	25	6	1	4	3	4	5	5	3	4	4	4
1128	23	6	2	3	3	2	3	2	2	4	3	3
1129	22	5	2	4	4	3	2	3	3	5	4	4
1130	24	5	2	4	4	3	3	3	2	3	5	4
1131	30	5	2	4	3	4	4	3	3	4	5	4
1132	21	5	1	4	4	5	5	4	4	4	4	4
1133	29	5	2	4	3	4	2	4	3	4	5	4
1134	25	5	1	4	3	4	4	4	2	3	3	3
1135	26	5	2	4	3	3	3	2	4	3	3	2
1136	21	5	2	4	3	2	4	4	4	4	5	3
1137	27	5	1	3	3	4	4	3	4	4	4	3
1138	-999	6	1	4	2	3	2	2	3	2	2	3
1139	25	5	1	4	4	4	3	2	3	4	4	4
1140	26	6	1	4	3	3	3	2	1	3	4	3
1141	25	5	2	4	2	4	5	4	4	4	1	4
1142	23	5	1	4	3	3	4	5	4	4	5	4
1143	23	5	1	4	5	4	3	5	5	5	5	5
1144	25	5	1	3	3	4	4	3	2	4	4	4
1145	25	5	1	1	3	1	5	1	5	3	3	4
1147	22	6	2	4	1	3	2	3	3	3	4	3
1148	-999	2	1	4	4	4	2	4	4	3	3	4
1149	56	4	2	4	5	3	2	1	1	4	3	1
1150	25	5	1	4	3	4	4	5	4	4	4	4
1151	23	7	1	3	4	5	4	5	3	4	5	5
1152	24	6	2	4	4	4	4	4	3	4	5	4
1153	22	6	1	4	2	2	2	4	3	2	5	4
1154	23	6	1	4	4	4	5	5	5	5	5	5
1155	24	7	1	4	3	3	3	3	3	4	3	4
1156	24	5	1	4	4	5	3	4	2	4	5	5
1157	23	5	1	4	5	4	3	3	3	5	5	4
1158	22	6	1	4	3	4	4	4	2	4	5	4
1159	-999	5	1	4	4	4	4	4	3	3	4	3
1160	22	5	1	4	3	2	1	4	3	3	3	3
1161	26	7	2	4	5	3	2	3	3	4	3	3
1162	24	5	1	4	2	4	2	2	4	4	3	3
1163	25	6	2	4	4	4	4	4	2	4	4	4
1164	27	6	2	3	3	4	5	4	2	3	2	4
1165	24	6	1	4	3	4	3	2	2	3	4	4
1166	23	6	2	-999	4	4	4	4	4	5	5	5
1167	24	5	2	4	2	3	3	3	5	3	4	2
1168	23	6	2	4	2	5	3	2	3	3	3	3
1169	24	5	2	4	4	5	5	5	3	5	5	5
1171	24	6	1	4	2	2	2	3	2	1	4	4
1172	26	6	2	4	4	3	2	2	2	3	2	1
1174	24	5	1	4	3	3	3	4	3	3	3	4
1175	23	6	1	4	1	3	1	4	1	1	4	4
1176	23	4	2	4	3	5	4	5	4	4	5	4
1177	23	5	1	4	4	5	5	4	4	5	4	3
1178	23	5	1	4	1	2	3	3	3	5	3	1
1180	24	6	1	4	4	3	4	4	5	5	5	5
1182	24	6	1	3	3	3	3	4	3	3	3	4
1183	29	6	1	3	3	3	4	2	1	1	2	3
1184	23	5	2	4	5	2	3	5	5	5	5	5
1186	23	6	2	4	3	3	2	4	3	4	4	4
1187	25	6	1	3	3	3	4	4	4	4	4	4
1188	26	6	1	4	3	3	3	3	4	3	4	4
1189	25	6	2	4	4	3	4	4	4	4	4	4
1190	23	6	2	4	4	5	5	5	4	4	5	5
1192	26	5	1	4	3	2	3	3	3	1	5	4
1193	24	5	1	4	3	2	3	4	3	4	4	5
1194	22	6	2	4	4	2	4	2	2	4	4	2
1195	22	6	2	4	3	4	3	2	1	4	4	3
1196	61	7	1	4	2	4	2	5	5	5	4	4
1197	40	6	2	4	3	2	4	3	4	5	5	3
1198	43	3	2	4	3	3	3	2	3	3	3	3
1199	36	-999	1	4	3	3	4	4	4	5	3	4
1201	47	4	2	4	4	4	3	2	3	4	3	3
1202	31	3	2	4	4	3	4	2	3	2	4	3
1203	68	1	2	4	4	5	4	5	5	5	4	5
1205	-999	4	1	4	5	3	4	4	3	3	2	3
1206	28	5	2	4	3	5	4	4	4	5	5	4
1207	50	2	1	3	4	4	3	2	2	3	2	2
1208	25	4	2	4	3	4	2	5	5	5	3	5
1209	35	6	1	4	3	4	3	3	4	4	4	4
1210	40	5	2	4	3	2	2	1	1	2	1	1
1211	38	-999	1	4	4	5	4	4	4	5	4	4
1212	44	3	1	3	3	4	4	4	3	4	2	3
1213	57	2	1	3	3	3	4	2	2	4	3	4
1214	39	5	1	4	2	4	3	4	3	4	4	4
1215	61	4	2	4	3	4	2	5	4	3	5	4
1216	28	3	1	3	1	4	2	3	3	4	3	4
1217	35	3	1	3	3	4	2	3	3	4	4	4
1218	33	5	1	4	2	3	4	3	3	4	2	2
1219	37	4	1	3	3	4	1	5	4	4	5	5
1221	29	4	1	3	5	4	3	2	3	5	3	3
1223	-999	-999	-999	-999	3	4	4	3	3	4	2	3
1224	25	6	2	4	3	3	5	5	3	5	1	-999
1225	31	2	1	3	4	4	2	4	4	4	4	4
1227	-999	3	2	3	3	3	1	5	5	2	3	4
1228	-999	3	1	4	4	4	5	4	3	4	4	5
1229	31	3	1	4	3	2	1	4	5	4	4	4
1230	33	2	2	4	3	2	1	1	2	3	3	2
1231	23	2	1	4	3	4	4	5	4	4	4	4
1232	36	4	1	4	2	5	3	3	2	4	4	4
1233	28	9	2	3	4	5	3	4	3	5	4	4
1235	39	4	1	4	3	5	1	5	-999	5	4	5
1236	46	3	1	4	3	5	4	4	4	4	5	5
1238	40	4	1	3	3	3	4	2	2	4	3	2
1239	36	4	1	3	3	5	4	3	1	4	5	3
1240	32	3	2	4	4	3	3	1	1	3	3	1
1242	39	4	2	4	4	4	2	3	2	3	5	4
1243	24	6	2	4	4	5	5	5	4	5	4	4
1244	26	-999	2	4	3	5	5	5	4	5	5	5
1245	26	2	2	3	3	5	4	5	4	5	5	5
1247	36	7	1	4	5	5	1	1	2	5	5	4
1248	24	6	1	4	3	5	5	5	5	5	5	5
1249	-999	-999	2	4	5	5	5	5	4	5	4	4
1250	49	5	2	3	4	4	4	4	4	4	5	5
1251	20	2	2	4	4	2	3	2	1	3	4	3
1252	29	2	2	3	4	5	4	4	3	4	5	5
1255	45	4	2	3	3	4	4	3	4	4	5	4
1256	26	4	2	4	4	4	5	3	3	4	5	4
1257	24	6	1	3	4	4	2	5	3	4	5	4
1259	28	4	1	3	4	2	5	3	4	3	4	5
1260	23	2	2	3	2	1	5	2	2	5	5	1
1263	45	5	1	4	4	3	4	3	3	4	3	3
1264	24	5	1	4	3	4	5	5	4	5	4	5
1266	-999	4	2	3	3	5	5	2	2	5	5	3
1267	37	6	2	4	4	3	5	3	3	4	3	3
1268	44	4	2	4	4	5	4	5	4	5	5	5
1269	39	4	2	4	4	2	2	4	3	4	4	4
1270	36	6	1	1	3	3	2	4	5	4	3	3
1271	63	2	2	3	3	4	4	2	3	4	2	4
1273	41	4	1	4	3	4	5	2	4	5	5	3
1274	30	3	2	3	4	3	3	1	2	3	3	2
1275	-999	3	2	4	3	4	4	5	4	4	4	4
1276	29	3	1	3	4	3	2	4	3	1	3	3
1277	37	6	2	4	3	4	3	3	5	4	3	3
1278	45	2	2	2	2	5	5	2	1	3	4	4
1279	39	5	1	3	3	2	2	2	2	3	2	2
1280	36	6	2	4	3	2	2	3	3	5	4	3
1281	46	6	2	4	3	3	3	3	2	3	3	4
1282	45	4	1	4	4	2	3	1	1	1	4	3
1284	33	2	2	4	3	5	5	5	5	4	5	4
1285	50	6	1	3	3	3	2	2	2	4	4	3
1286	30	-999	2	4	3	5	3	3	4	5	4	4
1287	53	3	2	3	3	4	4	3	-999	4	4	4
1290	33	4	2	4	3	4	4	4	4	4	4	4
1291	48	2	2	3	1	1	5	1	1	3	5	3
1292	28	2	2	3	2	2	1	2	1	2	4	1
1294	20	4	1	3	3	4	4	4	3	4	4	4
1295	38	-999	2	3	3	4	2	2	2	4	4	2
