1	0	0	2.54545454545455	2	1
2	0	0	3.75	1.5	1.375
3	-999	0	-999	-999	-999
4	-999	0	-999	-999	-999
5	-999	1	-999	-999	-999
6	-999	1	-999	-999	-999
7	1	0	3.72727272727273	1.5	1.5
8	1	0	4.36363636363636	1.25	1.125
9	0	0	3.375	2.25	1.75
10	-999	0	-999	-999	-999
11	0	1	4.36363636363636	2.25	1.125
12	0	0	2.90909090909091	2	1
13	0	1	3.72727272727273	2	1
14	0	1	3.36363636363636	2	1
15	1	1	3.81818181818182	1.5	1
16	-999	1	-999	-999	-999
17	1	0	3.81818181818182	1	1.25
18	0	1	2.27272727272727	3.5	1.375
19	-999	0	3.72727272727273	2.75	1.25
20	0	0	2.36363636363636	3.5	1.625
21	-999	0	-999	-999	-999
22	1	0	3.90909090909091	1.25	1.625
23	-999	1	-999	-999	-999
24	1	1	4.72727272727273	1.5	1
25	-999	1	-999	-999	-999
26	1	1	3.6	1.5	1
27	1	1	4.90909090909091	1.25	1
28	-999	1	-999	-999	-999
29	1	1	4.54545454545455	1.5	1
30	1	0	4.63636363636364	1	1.375
31	-999	1	-999	-999	-999
32	-999	1	-999	-999	-999
33	0	0	3.90909090909091	1.25	1.875
34	0	0	2.7	2.75	1.25
35	-999	1	2.90909090909091	2.75	1.28571428571429
36	1	0	3.66666666666667	1	1
37	1	0	4	2.25	1.125
38	-999	1	-999	-999	-999
39	1	1	3.72727272727273	1.25	1
40	1	0	2.8	2	1.75
41	-999	0	-999	-999	-999
42	-999	1	3.36363636363636	2	1.42857142857143
43	1	0	3.90909090909091	1.25	1.375
44	-999	1	-999	-999	-999
45	1	0	4.36363636363636	1.75	1.375
46	1	1	3.27272727272727	2.25	1
47	-999	1	3.36363636363636	2	1
48	-999	1	3.4	1.5	1.125
49	-999	0	-999	-999	-999
50	-999	1	4.45454545454545	1.75	1.625
51	1	0	4.63636363636364	1.25	1.125
52	1	0	4.72727272727273	1.5	1
53	1	0	3.18181818181818	2	1.375
54	1	0	2.90909090909091	1.5	1.5
55	1	0	3.90909090909091	1.5	1.25
56	1	1	3.45454545454545	1.25	1
57	-999	1	3.18181818181818	2	1.25
58	0	1	4.27272727272727	1.25	1.125
59	-999	1	-999	-999	-999
60	-999	1	4	1.75	1.125
61	1	0	3	2.25	1.25
62	1	0	3	2.5	1.375
63	1	1	3.4	3	1.5
64	1	0	3	2.5	1.5
65	0	0	4	1.75	1.375
66	1	1	4.09090909090909	2	1.375
67	-999	1	-999	-999	-999
68	1	0	4	2.25	1.375
69	1	1	4.09090909090909	1.75	1.75
70	1	1	3.54545454545455	2	1
71	1	0	4.63636363636364	1	1
72	1	0	4	1.75	1.125
73	1	0	3.4	1.5	1.25
74	1	0	4.18181818181818	1	1.125
75	1	0	4.90909090909091	2.25	1.625
76	1	1	3.54545454545455	2.5	1
77	1	0	3.90909090909091	1	1
78	1	1	3.54545454545455	2	1.625
79	0	0	3.27272727272727	1.25	1.375
80	0	0	4	2.5	1.375
81	-999	1	-999	-999	-999
82	-999	0	3.63636363636364	1	1.625
83	1	1	3	2.5	1.875
84	0	1	3.45454545454545	2.25	2
85	1	0	4.27272727272727	1	1.25
86	-999	0	3	2.25	1.75
87	1	1	3.54545454545455	1.5	1
88	-999	0	-999	-999	-999
89	-999	1	-999	-999	-999
90	1	0	4.1	1.5	1.5
91	1	1	3.63636363636364	1.75	1.375
92	-999	1	-999	-999	-999
93	-999	1	3.54545454545455	2	1
94	1	0	4.18181818181818	1.75	1.125
95	1	0	2.63636363636364	1	2.25
96	-999	0	3.6	1.25	1
97	-999	0	-999	-999	-999
98	1	0	3.63636363636364	1	1.125
99	1	1	2.90909090909091	2.25	1.625
100	1	1	3.90909090909091	2.5	1.5
101	-999	0	-999	-999	-999
102	1	1	3.4	1.5	1.75
103	1	0	3.54545454545455	1.5	2.125
104	0	1	3.54545454545455	2.5	2
105	0	1	2.81818181818182	1.5	1.875
106	0	1	3.72727272727273	2.5	1
107	0	0	4	1.75	1
108	1	0	2.90909090909091	2.25	2.375
109	1	1	4.25	-999	-999
110	-999	1	-999	-999	-999
111	-999	1	-999	-999	-999
112	1	0	4.63636363636364	1	2
113	1	0	4.18181818181818	1	1.125
114	-999	1	3.90909090909091	2.25	1.125
115	1	0	2.27272727272727	1.75	2.125
116	-999	0	3.2	1.25	2
117	1	1	3.27272727272727	2.25	1.25
118	1	0	3.63636363636364	2	1.25
119	1	0	3.72727272727273	1	1
120	0	0	4.54545454545455	1	1
121	0	0	3.45454545454545	1.5	1.125
122	-999	1	3.36363636363636	2.25	1.875
123	-999	1	-999	-999	-999
124	1	0	3	1	1
125	1	1	2.8	3.25	1.125
126	1	1	3.72727272727273	2.5	1.25
127	0	1	3.90909090909091	2.5	2.125
128	1	0	3.54545454545455	2	1.25
129	1	0	3.81818181818182	1.75	1.25
130	1	0	3.81818181818182	1	1
131	1	1	2.72727272727273	2	2.14285714285714
132	0	0	2.6	1	1.125
133	1	0	4	1	1.75
134	1	1	3.63636363636364	1.75	1
135	-999	0	4.45454545454545	1	1
136	0	1	3.27272727272727	2.25	1
137	-999	1	-999	-999	-999
138	1	1	4.2	1.5	1
139	1	0	4.81818181818182	1.5	1.125
140	-999	0	-999	-999	-999
141	1	0	4.09090909090909	1	1.25
142	1	1	3.18181818181818	2.25	1.375
143	0	1	3.63636363636364	1.5	1
144	0	0	3.36363636363636	2	1.25
145	-999	0	-999	-999	-999
146	0	0	5	1	1.25
147	1	1	4.90909090909091	2	1.125
148	-999	1	3.81818181818182	1.5	1
149	1	1	3.72727272727273	2.5	1.125
150	-999	1	-999	-999	-999
151	0	0	3.45454545454545	1.25	1.375
152	1	0	4.2	1	1.25
153	-999	1	-999	-999	-999
154	1	1	3.18181818181818	2.5	1
155	-999	1	4.09090909090909	2	1
156	1	1	3.72727272727273	1.25	1.125
157	-999	0	3.63636363636364	1.75	1.375
158	0	0	3.18181818181818	2	1.875
159	1	1	3	3	1.375
160	1	0	3.45454545454545	2.25	1.5
161	1	0	3.27272727272727	2.5	1.5
162	1	0	4.90909090909091	1.5	1.125
163	1	0	4.18181818181818	1.5	1.25
164	1	0	3.27272727272727	1	2.875
165	-999	1	-999	-999	-999
166	1	0	4.63636363636364	1	1
167	1	1	4.54545454545455	2.75	1.125
168	1	1	3.63636363636364	2	1.125
169	1	0	4.18181818181818	1	1.25
170	0	0	3.90909090909091	2.5	1.5
171	1	1	3.45454545454545	2.5	1.25
172	-999	1	4.72727272727273	1.75	1.125
173	1	0	2.63636363636364	2.25	1.125
174	1	0	3.77777777777778	1.5	1.25
175	-999	1	-999	-999	-999
176	0	1	3.36363636363636	2	2.375
177	-999	0	3.72727272727273	2.25	1.625
178	0	1	4.90909090909091	2.75	1
179	1	1	2.5	3.25	1.625
180	0	0	3.81818181818182	1.75	1.25
181	1	1	3.27272727272727	3.5	1.25
182	-999	0	-999	-999	-999
183	1	1	3.42857142857143	2.75	1.57142857142857
184	1	0	3.63636363636364	1.5	1.75
185	0	1	3.54545454545455	1.5	1.25
186	-999	0	-999	-999	-999
187	1	1	4.63636363636364	1	1.25
188	0	0	4	2	2
189	1	0	2.45454545454545	2.75	2.625
190	1	1	4.1	1.25	1.625
191	1	0	3.63636363636364	3	2.5
192	1	0	3.09090909090909	1.5	1.25
193	1	1	3.54545454545455	2	1
194	0	1	4.45454545454545	1.25	1
195	0	0	4.09090909090909	1.5	1.25
196	1	0	3.54545454545455	1.25	2.375
197	0	0	3.72727272727273	1.75	2.5
198	1	0	3.90909090909091	1.25	1.25
199	0	0	2.1	2.75	2.875
200	1	1	3.90909090909091	1.5	1.125
201	-999	1	-999	-999	-999
202	1	0	3.3	1.75	1.5
203	1	0	3.81818181818182	2	1
204	-999	1	-999	-999	-999
205	1	0	5.36363636363636	1.25	1
206	1	0	3.36363636363636	1	1
207	1	0	4	2	1.125
208	1	0	3.27272727272727	2.5	1.375
209	-999	0	5.18181818181818	2.25	1.375
210	-999	1	-999	-999	-999
211	1	0	3.63636363636364	2.5	1.75
212	0	0	3	1.5	1.75
213	0	1	3.72727272727273	2	1
214	0	0	3.8	2	1.625
215	1	0	4.66666666666667	1.5	1
216	1	0	2.72727272727273	2.75	3
217	0	0	2.63636363636364	2.75	1.375
218	0	0	3	2	1.375
219	0	0	3	2.25	1.625
220	-999	1	-999	-999	-999
221	0	0	4.36363636363636	1.5	1.75
222	0	0	3.63636363636364	1	1
223	1	1	2.72727272727273	3.5	2.625
224	-999	0	-999	-999	-999
225	0	0	3.36363636363636	2.5	1.125
226	0	0	5.18181818181818	1.25	1.375
227	-999	0	-999	-999	-999
228	-999	1	-999	-999	-999
229	1	0	2.72727272727273	2.75	1
230	0	0	3	1.75	1.125
231	1	0	2.72727272727273	1.75	1.375
232	0	0	2.9	2.75	1.875
233	0	1	2.90909090909091	2.5	1
234	0	0	3.63636363636364	1.75	1
235	0	0	3.18181818181818	2.25	1.25
236	0	0	3.54545454545455	1.75	1.5
237	-999	0	4.36363636363636	1.5	1
238	1	1	3.27272727272727	1.25	1.125
239	1	0	2.72727272727273	1.75	1.375
240	-999	1	-999	-999	-999
241	1	0	3.54545454545455	3.25	2.75
242	0	0	3.81818181818182	3	2.125
243	0	0	3.81818181818182	1.75	1.125
244	1	0	3.81818181818182	2	1.25
245	0	0	3.2	2	1.125
246	0	0	3.09090909090909	2.25	1.5
247	-999	1	-999	-999	-999
248	1	0	3.81818181818182	1.75	1.25
249	0	0	3.63636363636364	2.25	2
250	1	0	2.90909090909091	3.25	1.375
251	0	0	4.36363636363636	1.25	1.125
252	-999	1	-999	-999	-999
253	-999	1	2.3	3	1.375
254	1	1	5.27272727272727	1	1
255	0	1	4.5	1.25	1
256	-999	1	-999	-999	-999
257	0	0	2.72727272727273	2	1.75
258	1	0	3.90909090909091	1.25	1.125
259	0	0	3.36363636363636	2	1.625
260	-999	0	-999	-999	-999
261	0	0	4	2	2
262	1	1	3.45454545454545	2	1.125
263	1	0	3.36363636363636	2.75	1.75
264	0	1	3	2	1
265	-999	0	3.11111111111111	1.5	1.125
266	0	0	3.27272727272727	2.25	2.5
267	0	0	2.72727272727273	1.75	1.5
268	0	1	2.3	1.5	1.375
269	-999	0	3.09090909090909	1.5	1.5
270	0	0	3.72727272727273	1.5	1
271	0	0	2.63636363636364	2.25	1
272	0	1	4	2	1
273	0	1	3	1.5	1
274	0	0	3.54545454545455	1	1.125
275	0	1	3.81818181818182	1.75	1
276	0	0	3.18181818181818	2.25	1.25
277	1	0	2.63636363636364	2	1
278	1	1	4.27272727272727	1.5	1
279	0	0	3.45454545454545	2.5	2.375
280	-999	0	-999	-999	-999
281	0	1	3.72727272727273	2.75	1
282	0	1	3.7	2.75	1
283	0	0	2.45454545454545	2.25	1.625
284	-999	0	-999	-999	-999
285	0	0	3	2.5	1.625
286	0	1	4.18181818181818	1.75	1
287	0	1	3.72727272727273	1.75	1.125
288	0	0	3.54545454545455	2	1
289	0	0	3.18181818181818	2	1.625
290	0	0	3.63636363636364	1.5	1
291	0	1	3.90909090909091	2.75	1.25
292	0	0	2.90909090909091	2.5	1.625
293	0	1	4	1.5	1
294	0	1	3.45454545454545	2	1.125
295	0	0	3.45454545454545	3	1.375
296	1	1	1.72727272727273	2.75	1.5
297	0	1	4.63636363636364	1.25	1
298	1	0	4.36363636363636	1.75	1
299	0	0	3.45454545454545	1.5	1.375
300	0	1	3.27272727272727	2	1
301	0	1	3.09090909090909	2.75	1
302	0	0	3.54545454545455	2.5	1.625
303	0	0	3.36363636363636	1.75	1
304	0	0	3.09090909090909	2.5	1
305	0	1	3.36363636363636	2	1.125
306	0	1	4.72727272727273	2	1
307	0	1	3.36363636363636	1.5	1
308	-999	0	3.18181818181818	1.75	1
309	0	0	3.27272727272727	2.75	1.25
310	-999	1	-999	-999	-999
311	0	0	3.90909090909091	1.75	1
312	0	0	2.54545454545455	3.25	1.5
313	0	0	2.5	2	1
314	0	1	3.45454545454545	1.5	1
315	0	0	4.09090909090909	1.5	1
316	0	0	4.18181818181818	2	1.125
317	-999	1	-999	-999	-999
318	0	0	3.54545454545455	2.25	1.125
319	0	0	2.45454545454545	2.25	1.25
320	-999	0	-999	-999	-999
321	-999	1	3.81818181818182	2	1
322	0	0	3.27272727272727	2.75	1
323	0	0	2.81818181818182	3.5	2.375
324	0	1	1.72727272727273	3	1.25
325	0	1	3.36363636363636	2.25	1.25
326	0	0	3.3	1.75	1.5
327	0	0	3.63636363636364	1.25	1
328	0	0	3.72727272727273	1.5	1.125
329	0	1	3.72727272727273	2.25	1.125
330	-999	0	-999	-999	-999
331	0	1	3.36363636363636	1.75	1
332	-999	0	3.36363636363636	2.5	1.5
333	0	1	2.54545454545455	3	1
334	1	0	3.45454545454545	2.75	1
335	0	1	2.81818181818182	3.25	1.125
336	0	0	3.90909090909091	1.75	1.25
337	0	0	3.63636363636364	3	1.25
338	0	1	3.81818181818182	2.25	1.25
339	0	0	3.72727272727273	2	1.125
340	0	0	3.27272727272727	2.25	1
341	1	1	3.45454545454545	2.25	1.25
342	0	0	3	2.75	1.75
343	0	1	2.36363636363636	2.25	1
344	0	1	3.72727272727273	2	1
345	0	0	3.90909090909091	1.75	1
346	-999	1	3.90909090909091	1.75	1
347	0	0	2.45454545454545	2.5	1.375
348	1	0	3.72727272727273	1.75	1.625
349	0	0	3	2.5	1.875
350	0	0	2.72727272727273	2.25	1.125
351	0	1	4	2.5	1.25
352	1	1	4.18181818181818	1.75	1
353	1	1	4.36363636363636	1.75	1.375
354	0	0	3.72727272727273	2	1.5
355	0	1	3.45454545454545	1.5	1.125
356	-999	0	3.45454545454545	1.5	1.375
357	0	0	3.81818181818182	1.25	1.625
358	-999	0	-999	-999	-999
359	0	0	2.8	1.75	2.125
360	0	1	2.72727272727273	2	1.625
361	0	0	3.90909090909091	1	1.75
362	0	0	4	1.75	1.375
363	0	1	3.45454545454545	2.5	1
364	0	0	4.4	1.5	1.25
365	0	0	4.44444444444444	2.5	1.25
366	1	0	2.72727272727273	2	2.5
367	-999	0	2.54545454545455	2.25	1.75
368	-999	1	3.81818181818182	2.25	1.125
369	0	0	3.36363636363636	2.5	1.875
370	0	1	4	2.25	1.875
371	0	1	3.63636363636364	2.25	1
372	0	1	3.72727272727273	1.75	1.875
373	-999	1	4	1.25	1
374	1	0	4	1.75	1.25
375	0	1	3.72727272727273	1	1
376	0	1	3	2.25	1.25
377	1	1	4.18181818181818	2.5	1.375
378	0	0	3.63636363636364	1.75	1.125
379	0	1	3.36363636363636	2	1
380	0	1	3.36363636363636	2.5	2
381	0	0	3	3	1.875
382	1	0	4.1	1	1.25
383	0	1	3.27272727272727	2.5	1.5
384	0	0	2.90909090909091	1.25	1.375
385	0	1	3.09090909090909	2.25	1.5
386	0	0	3.18181818181818	2	1.625
387	0	1	3.72727272727273	2.25	1
388	0	0	3.45454545454545	3.25	1.25
389	0	0	3.36363636363636	2	1.25
390	1	1	4.36363636363636	1.5	1
391	-999	1	2.90909090909091	2.75	1.75
392	1	1	3.7	1.75	1
393	0	1	2.54545454545455	1.75	1
394	-999	1	2.54545454545455	3.25	1.375
395	1	0	2.90909090909091	2	1.5
396	0	1	3	2	1
397	1	0	3.7	1.75	1.125
398	1	1	3.63636363636364	2	1.25
399	1	1	4.09090909090909	2	1.125
400	0	0	3.2	2.5	1.125
401	0	1	3.36363636363636	2	1
402	0	0	4	1.5	1.125
403	0	0	3.18181818181818	2	1.375
404	0	0	2.81818181818182	1.5	1.375
405	0	0	3.72727272727273	2	1.625
406	-999	1	3.81818181818182	2.25	1.5
407	1	1	4.27272727272727	1.5	1.25
408	0	0	3.90909090909091	1.25	1.25
409	0	1	3.36363636363636	2	1.125
410	0	0	5.09090909090909	1	1
411	-999	0	3.54545454545455	1.5	1.625
412	0	0	3.27272727272727	2.75	2.125
413	0	0	3.27272727272727	1.25	1.125
414	0	0	3.3	1	1.625
415	0	0	3.81818181818182	2	1
416	0	1	4.72727272727273	2.5	1
417	0	1	3.54545454545455	3	1
418	0	1	3.9	1.66666666666667	1
419	0	0	4.54545454545455	1.25	1
420	1	1	3.36363636363636	2.5	1
421	0	0	3.7	2	1.5
422	0	0	2.8	2	1.5
423	0	1	3.45454545454545	1.5	1.25
424	0	0	3	2	1
425	0	1	3.45454545454545	2	1.25
426	0	1	3.63636363636364	1.75	1
427	0	1	3.36363636363636	2.25	1.5
428	0	0	4	1.75	1.25
429	0	1	3.09090909090909	2	1.125
430	0	1	4	2	1.125
431	0	0	4.63636363636364	1.75	1
432	0	1	1.63636363636364	3	1.25
433	0	1	4	1.5	1
434	0	0	4.27272727272727	2	1.5
435	0	0	1.81818181818182	2.5	1.875
436	0	0	3.9	1.75	1.25
437	0	1	4.45454545454545	1.5	1
438	0	0	4.72727272727273	1.5	1.125
439	0	0	3.09090909090909	2.75	1
440	0	1	5.27272727272727	1.5	1
441	0	1	4	1.75	1
442	0	1	3.81818181818182	2	1.125
443	1	0	3.72727272727273	2	1.875
444	0	1	3.27272727272727	1.75	1.25
445	0	1	4.54545454545455	2	1.125
447	1	0	3.81818181818182	2.75	2.125
448	1	0	4.27272727272727	1.5	1.375
449	1	0	4.3	1	1
450	1	0	2.88888888888889	2.25	1.25
451	1	0	3.90909090909091	1	1
452	1	0	3	1.5	1.25
453	-999	0	-999	-999	-999
454	1	1	4.18181818181818	2.25	1.25
455	-999	1	4.36363636363636	1.25	1.125
456	1	0	5.27272727272727	1.25	1.625
457	0	0	5.45454545454545	1.5	1
458	1	0	5.09090909090909	2.25	1.75
459	1	0	2.9	2	2
460	0	0	2.90909090909091	2.25	1.125
461	1	0	3.54545454545455	1	1
462	1	1	4.72727272727273	1.25	1.25
463	1	1	4.72727272727273	1.5	1
464	1	0	5.45454545454545	1.25	1
465	1	1	3.27272727272727	1.75	1.25
466	1	1	3.8	1.75	1
467	1	0	4	2	1
468	1	1	4.27272727272727	1.75	1
469	-999	0	-999	-999	-999
470	1	1	3.63636363636364	2	1.125
471	-999	1	3.54545454545455	2.25	1
472	1	1	4.36363636363636	1.25	1
473	1	0	3.18181818181818	2	1.125
474	1	1	3.18181818181818	2.75	1.875
475	1	1	4.27272727272727	2	1
476	1	0	2.90909090909091	2	1
477	1	0	3.27272727272727	2.25	1.5
478	1	0	2.45454545454545	2.75	1.875
479	1	0	3.72727272727273	1.75	2
480	0	1	2.63636363636364	1.75	1
481	-999	1	3	2.5	1.25
482	-999	1	-999	-999	-999
483	-999	0	-999	-999	-999
484	-999	0	3.54545454545455	2	1.625
485	1	0	3.90909090909091	2.5	1.375
486	1	0	3.63636363636364	1	1
487	1	1	3.72727272727273	1.75	1.125
488	1	1	3.36363636363636	1.25	1
489	1	0	5.09090909090909	1	1.25
490	1	1	2.72727272727273	2.75	1.375
491	1	1	5.18181818181818	1	1
492	1	0	4.7	1	1
493	1	1	3.45454545454545	1.75	1
494	1	1	4.63636363636364	1.75	1
495	1	1	3.4	2.25	1.125
496	-999	1	-999	-999	-999
497	1	0	3	1.5	1.125
498	-999	1	5.45454545454545	1	1
499	1	1	3.45454545454545	2.5	1
500	-999	0	-999	-999	-999
501	1	1	3.72727272727273	1.75	1
502	1	1	3.18181818181818	1.5	1
503	1	0	5.81818181818182	1	1
504	1	0	5.90909090909091	1.25	1
505	-999	1	-999	-999	-999
506	1	0	4.27272727272727	1	1
507	1	1	3.36363636363636	2.25	1.125
508	0	0	4.09090909090909	1.5	1.125
509	-999	0	-999	-999	-999
510	1	0	3.54545454545455	2	1.125
511	-999	0	-999	-999	-999
512	1	0	4.45454545454545	1	1
513	1	0	3.09090909090909	2.75	2.25
514	0	0	2.36363636363636	3.25	2
515	1	1	4.36363636363636	2.25	1
516	1	1	2.81818181818182	3	1.5
517	1	1	3.09090909090909	1.25	1
518	-999	0	-999	-999	-999
519	-999	0	4	1.75	1.125
520	0	0	4.54545454545455	2	1.625
521	1	1	4	2	1.5
522	1	0	3.72727272727273	2	1.125
523	1	1	5.36363636363636	1.25	1
524	-999	1	-999	-999	-999
525	1	0	3.45454545454545	2	1.625
526	1	0	4	1	1
527	-999	1	-999	-999	-999
528	-999	0	4.81818181818182	1	1
529	1	1	3.72727272727273	1.25	1
530	1	0	4.27272727272727	1.5	1.25
531	1	1	4.1	1	1
532	1	0	3.81818181818182	2.25	1.375
533	1	0	4.3	1.5	1.25
534	1	0	3.45454545454545	1.5	2
535	1	0	3.72727272727273	1.25	1.625
536	1	1	2.72727272727273	2.25	1.125
537	1	0	3.18181818181818	1	1.75
538	1	0	3.18181818181818	2.25	1.875
539	1	0	3.09090909090909	1	1.625
540	-999	0	-999	-999	-999
541	-999	0	3.90909090909091	1.5	1
542	1	0	4	2.25	1.5
543	1	0	3.72727272727273	1	1
544	1	0	3.72727272727273	1.25	1.25
545	1	0	4.4	1	1
546	1	0	3.54545454545455	1	1
547	-999	1	3.90909090909091	1.5	1
548	1	1	4.7	1.5	1
549	1	1	3.36363636363636	2.5	1.125
550	1	0	4.4	1.25	1
551	1	0	5	1	1
552	-999	0	-999	-999	-999
553	0	0	3.18181818181818	2	1.75
554	1	1	3.63636363636364	2.75	1.25
555	1	0	4.45454545454545	1	1.125
556	1	1	3.72727272727273	1.5	1
557	1	1	3.36363636363636	2	1.375
558	1	1	4.27272727272727	1.75	1
559	-999	1	-999	-999	-999
560	1	0	3.54545454545455	1	1.375
561	0	1	2.63636363636364	2	1.375
562	1	1	3.72727272727273	1.25	1
563	1	0	3.81818181818182	1.5	1
564	-999	0	2.54545454545455	1.5	1.5
565	-999	1	4.54545454545455	1.25	1
566	1	1	4.54545454545455	2.25	1.25
567	1	1	3.8	2	1.125
568	1	0	4.09090909090909	1	1
569	1	0	4.18181818181818	1	1
570	1	0	4	1.5	1
571	1	0	4.90909090909091	1	1.125
572	-999	0	3.81818181818182	1.5	1.25
573	1	0	3.72727272727273	1.75	1.25
574	1	1	3.45454545454545	1.33333333333333	1
575	0	1	3.27272727272727	2	1.625
576	0	0	3.18181818181818	1	1.125
577	0	0	3.36363636363636	2.5	1.25
578	-999	1	-999	-999	-999
579	1	1	2.90909090909091	1.5	1
580	1	1	3.27272727272727	1.75	1.75
581	-999	1	4.36363636363636	2	1.875
582	-999	1	3.54545454545455	2	1.125
583	1	0	2.81818181818182	1.5	1.125
584	-999	0	-999	-999	-999
585	-999	0	-999	-999	-999
586	-999	0	-999	-999	-999
587	0	1	3.90909090909091	2	1
588	0	1	3.6	1	1
589	1	0	4.18181818181818	1	1.5
590	0	0	3.81818181818182	1.25	1.875
591	0	0	3	2.5	1.25
592	0	0	3.63636363636364	1.5	1.125
593	1	1	4.90909090909091	1.25	1
594	0	0	2.63636363636364	1.75	2.125
